Time(ms),X,Y,Z
298939,108.34,31.80,-72.75
299042,-55.30,-110.66,-134.95
299145,58.78,-142.52,-25.76
299248,-36.44,-191.22,355.22
299351,-224.43,-325.01,244.93
299454,-56.46,70.31,-225.89
299557,-119.93,16.91,-116.76
299659,-42.18,69.52,18.80
299762,-70.13,-40.22,65.92
299865,-24.11,-17.03,18.68
299968,8.06,46.57,-28.56
300071,45.59,6.96,35.40
300173,-5.55,-141.48,34.61
300276,7.08,-0.92,-4.94
300379,-36.07,-5.62,27.22
300483,26.25,79.53,-58.53
300585,-22.89,-83.37,42.79
300689,-12.51,-10.68,5.80
300792,-12.45,45.90,40.34
300894,89.42,149.35,213.62
300997,-17.21,-71.72,-49.07
301100,-65.00,-174.44,-148.32
301203,-32.78,6.29,8.79
301306,-6.23,-72.33,16.11
301409,65.19,43.27,83.68
301512,68.48,59.57,57.01
301615,-44.37,-171.26,65.25
301717,-100.22,-85.21,-22.71
301820,-38.64,95.76,-97.35
301922,-84.66,137.21,9.40
302025,39.55,165.77,-10.68
302127,214.72,346.07,114.14
302231,114.38,67.63,-110.96
302334,-128.54,-213.38,-215.09
302436,-30.52,128.36,-257.39
302540,55.91,219.91,-98.63
302643,36.19,88.75,155.03
302745,-63.66,84.66,607.60
302848,-155.76,-213.38,-195.13
302950,-4.27,116.70,-419.49
303053,-96.68,348.63,100.46
303156,349.24,759.03,155.70
303259,161.80,162.54,-190.80
303362,42.66,-76.54,148.80
303465,106.20,-245.91,-21.67
303567,89.54,-138.55,11.23
303670,-239.01,-197.88,910.03
303772,-221.74,-747.62,-5.55
303875,0.18,-175.96,233.58
303978,-29.42,202.70,-52.06
304081,-20.63,237.18,-194.34
304184,45.65,150.39,-68.12
304287,-0.79,-75.56,-29.11
304390,-16.36,-149.17,-7.26
304492,12.02,-22.83,158.02
304596,46.26,2.50,-68.12
304698,1.04,-84.90,52.61
304801,64.88,1.28,163.64
304903,243.04,285.03,276.79
305006,-189.58,-235.41,-93.26
305109,-44.19,4.64,-155.03
305212,243.29,106.38,144.23
305315,-271.24,-324.71,293.64
305418,-12.94,248.29,-217.47
305522,-77.58,-63.29,14.10
305625,-55.54,20.87,-105.47
305727,238.53,281.13,383.24
305829,34.48,-86.61,92.77
305932,-39.31,-55.66,-343.51
306035,-42.36,-24.66,-82.82
306138,326.60,640.01,652.40
306241,-17.15,-305.36,-143.98
306344,82.09,-237.37,-252.56
306448,18.49,-14.71,28.20
306550,41.81,-17.64,-0.37
306654,50.05,462.52,593.87
306757,58.90,-331.91,-224.24
306860,155.21,-76.60,-132.69
306963,18.19,-39.79,15.50
307066,133.61,842.77,319.09
307169,48.16,-368.90,71.17
307272,43.95,-218.20,-17.88
307375,108.70,-21.67,12.94
307478,80.38,-8.42,120.85
307581,255.31,947.57,-35.03
307683,-113.95,-427.92,56.76
307786,104.92,-88.68,-15.69
307889,3.72,-121.34,24.96
307992,9.70,64.21,37.84
308095,154.97,499.45,-15.08
308198,-71.47,-316.41,87.95
308301,38.88,-97.11,-16.36
308405,9.83,20.08,15.26
308508,330.87,845.03,-657.04
308611,-69.46,-319.34,648.44
308713,-97.47,-81.85,-149.72
308815,136.47,41.14,-149.78
308918,-94.73,-26.37,433.65
309021,-162.05,203.67,-786.44
309124,-5.07,69.82,570.01
309227,6.53,-192.63,-0.61
309330,142.82,461.24,-355.04
309433,-82.09,-274.35,445.98
309536,-90.21,218.02,-946.90
309640,17.52,-130.31,325.01
309743,-2.26,-107.67,61.40
309846,314.82,530.52,-593.20
309949,-36.99,-150.82,411.74
310052,44.56,-54.44,-187.19
310154,20.08,44.80,10.19
310258,92.90,160.52,-5.98
310361,42.24,-120.61,250.85
310464,169.74,146.18,429.32
310567,-212.04,46.02,790.47
310670,-20.87,-198.49,31.19
310772,-126.46,-104.19,10.44
310875,-1.59,13.98,-10.86
310978,-25.09,-76.97,66.77
311081,-225.59,-335.69,287.05
311184,-408.63,-250.31,-375.61
311287,-132.14,91.74,49.62
311390,-32.29,-82.70,181.70
311493,204.28,197.08,321.41
311596,-175.72,16.60,480.35
311698,97.17,-70.37,20.69
311801,-147.34,-188.29,104.37
311904,-37.48,30.82,76.54
312007,25.63,-35.52,104.92
312110,92.29,-25.51,208.13
312213,14.10,-23.93,159.00
312316,85.94,113.77,15.50
312420,-9.58,3.60,90.94
312522,-16.60,-0.37,-17.94
312626,59.88,-24.84,7.81
312729,36.19,-4.76,1.89
312832,-54.14,8.30,-25.33
312935,81.85,56.46,-68.91
313038,10.25,-74.10,20.08
313140,164.86,42.66,52.98
313243,-62.13,-22.16,32.41
313347,19.29,-10.68,48.52
313450,18.43,139.89,205.87
313553,200.74,115.36,-71.23
313656,56.76,-81.48,74.10
313758,1.22,34.91,121.09
313860,44.56,38.33,69.70
313963,7.32,-55.24,10.31
314065,-20.45,7.14,25.94
314168,-5.86,-40.28,0.67
314271,-31.13,4.94,18.80
314375,-31.13,3.66,24.84
314478,-48.28,-17.21,46.75
314581,-86.73,-41.87,35.64
314684,-80.87,-36.19,85.02
314787,46.81,-96.01,159.61
314889,-62.01,0.00,-5.62
314992,-84.23,222.72,-118.53
315095,-51.76,155.15,-237.79
315198,-101.87,27.77,-85.02
315301,-122.44,154.79,35.77
315404,-356.26,91.80,-103.82
315507,563.17,1286.93,-847.11
315610,-108.64,21.12,217.16
315713,50.96,-29.97,194.09
315815,331.12,434.75,158.20
315917,2.62,795.96,612.67
316020,1358.70,427.80,-609.86
316123,262.08,452.21,1095.89
316226,-1421.33,-1305.05,-524.17
316330,-111.15,-142.46,-541.20
316433,142.58,457.64,905.88
316536,-1.65,578.25,812.87
316639,-834.84,-277.83,571.35
316741,-534.24,984.99,517.88
316844,92.22,535.16,-786.32
316947,-195.80,-22.28,-408.51
317050,338.56,-35.77,939.76
317153,107.54,51.94,604.49
317256,-662.48,-380.86,584.11
317358,-279.17,24.35,237.79
317461,-60.97,28.56,85.08
317564,-11.29,8.12,4.15
317667,43.27,59.39,-132.32
317770,6.59,48.10,-126.59
317872,60.12,96.68,-47.24
317976,-6.59,53.28,36.87
318079,21.67,162.48,209.84
318181,-19.84,-97.66,-176.70
318284,-29.17,115.17,91.80
318388,-150.63,65.25,66.96
318491,-163.15,195.80,40.47
318594,215.15,555.24,-586.79
318698,-41.56,-31.13,24.23
318802,165.34,-17.94,113.04
318905,221.50,713.93,699.40
319007,1125.37,547.55,-154.36
319109,608.15,-185.67,-61.95
319213,-271.85,-505.13,208.19
319316,-71.23,-492.13,-503.60
319419,-31.98,154.05,246.58
319523,-122.07,201.48,667.11
319626,232.79,411.93,563.90
319728,135.25,-80.75,-477.48
319830,53.41,60.91,71.90
319933,123.96,-129.09,-90.88
320036,41.99,-9.22,-36.19
320139,-73.61,-132.20,-36.68
320242,-16.66,-9.52,63.48
320345,57.56,37.54,73.36
320448,91.06,32.35,85.08
320550,-3.23,23.86,45.29
320652,-120.61,-22.89,36.07
320755,-237.18,-86.91,0.55
320857,-80.44,88.50,15.01
320960,-129.15,45.41,51.57
321062,-63.48,14.59,20.08
321165,22.34,5.92,-15.56
321268,31.92,-11.23,4.52
321371,55.24,4.15,0.85
321474,38.09,-8.06,2.99
321577,74.71,-8.18,-0.12
321680,18.25,0.18,11.41
321783,16.24,-5.98,6.10
321885,28.26,1.16,-16.91
321988,79.83,-4.64,-58.65
322091,-23.38,-41.14,-12.45
322194,11.66,-38.82,-25.63
322296,-120.61,-51.88,30.94
322399,-333.44,-139.65,85.63
322502,-207.40,-198.30,55.97
322605,-255.98,-325.07,40.10
322708,-245.67,2.93,6.23
322810,56.34,31.37,-42.30
322913,351.93,328.80,-278.87
323016,89.78,115.54,-238.71
323118,202.27,15.56,-126.59
323221,143.86,101.75,547.36
323324,-20.32,160.83,477.54
323427,-167.42,-203.12,-17.40
323530,-87.10,-129.76,-145.63
323634,-216.49,166.69,-94.73
323737,-67.38,320.56,-223.45
323840,20.39,133.85,-240.36
323942,56.21,-70.37,-68.48
324045,158.02,30.21,563.11
324147,95.03,-102.54,464.54
324250,-178.10,-112.55,-19.84
324354,35.58,-252.01,139.65
324457,-232.24,278.50,-128.17
324560,-1.46,252.87,-335.14
324663,20.39,40.77,-297.12
324766,-83.80,-56.58,-203.25
324869,147.83,17.82,143.01
324972,173.03,74.89,575.87
325075,-5.07,-61.28,190.55
325178,-210.27,-194.09,-106.45
325281,-42.24,50.35,-7.08
325385,-225.10,110.17,-159.12
325488,-38.21,183.90,-231.14
325591,-38.21,50.60,-119.26
325694,-51.03,-54.38,-62.26
325797,9.34,30.94,270.08
325899,186.77,-64.76,515.38
326001,14.34,-65.19,57.25
326104,-102.48,-200.38,-215.33
326206,-99.00,14.71,-56.88
326309,-217.65,23.62,-165.59
326413,-94.48,100.77,-240.72
326515,-13.92,158.81,-222.78
326618,-4.33,-10.86,-38.57
326722,96.50,68.30,206.36
326824,135.38,88.62,442.14
326926,34.61,-40.41,213.56
327029,-217.90,-196.66,-130.25
327132,-53.53,-2.08,-33.20
327235,-115.48,57.07,-144.41
327338,-178.34,-11.47,-230.16
327442,-104.06,-4.52,-30.94
327545,-126.83,28.56,-92.59
327648,6.04,26.79,4.46
327751,64.58,-32.41,210.75
327854,196.72,-34.67,312.56
327957,96.13,44.37,163.15
328060,273.38,-15.20,123.47
328163,-180.85,-45.29,-37.05
328266,-155.52,100.65,-162.35
328369,-49.74,55.54,-331.12
328472,-1.10,-66.59,-260.68
328575,-125.98,-83.13,-291.87
328679,18.62,-44.07,-133.00
328781,2.56,95.09,241.70
328884,163.21,-82.52,474.43
328986,-145.81,-195.68,243.84
329089,147.40,79.71,-167.85
329191,-81.36,31.25,-5.37
329294,-164.49,127.56,-158.81
329397,-163.88,88.38,-162.54
329500,-154.54,67.63,-77.39
329603,-107.60,17.03,-90.52
329706,40.95,11.84,53.22
329809,100.28,-90.21,150.27
329912,207.40,-157.78,232.85
330014,326.60,29.30,0.55
330116,130.43,42.72,71.66
330219,-111.08,22.64,-4.94
330322,-220.28,-63.42,-49.26
330425,-127.93,178.89,-84.66
330528,-76.29,28.56,-87.59
330631,-167.05,65.49,-142.64
330735,-48.16,28.44,-34.30
330838,-46.02,-179.63,183.96
330941,152.71,-231.51,159.42
331044,207.70,3.05,78.06
331147,71.35,-89.54,61.16
331250,14.83,-33.94,16.05
331353,-278.14,-50.90,121.89
331456,-314.82,76.05,132.39
331559,-254.09,123.47,68.05
331662,226.26,235.11,103.27
331765,-32.53,3.17,-19.17
331867,140.08,-133.91,4.15
331970,344.85,-204.71,-1.95
332073,285.40,142.09,146.79
332176,53.89,-141.85,-176.88
332279,-129.58,-38.57,-22.28
332382,-101.07,109.25,133.61
332485,-164.06,138.67,68.73
332588,-250.73,151.79,-20.32
332692,-46.57,136.41,-94.79
332795,19.71,-29.72,-39.37
332898,339.48,-115.72,67.02
333000,242.92,23.19,70.01
333103,76.54,-114.99,78.55
333206,143.19,-4.15,7.93
333308,86.36,22.28,-72.57
333411,-109.07,137.27,-45.41
333515,-204.41,45.47,-65.61
333618,-255.92,9.70,-206.73
333721,-158.33,83.74,-146.85
333824,-88.87,-97.11,-9.64
333928,352.23,-82.58,99.98
334031,368.77,-2.81,118.16
334134,23.86,-73.06,73.49
334237,-192.99,60.12,112.92
334339,-125.12,-0.79,23.07
334442,-169.13,49.32,14.71
334545,-266.11,111.63,5.55
334648,-142.21,190.00,22.03
334751,258.61,120.61,-160.58
334854,112.67,-123.11,52.98
334956,31.37,-251.53,-55.05
335059,289.55,13.18,-7.69
335162,175.11,-130.43,-89.11
335265,-25.27,-23.32,77.45
335369,-187.38,90.33,127.20
335472,-210.33,106.63,73.61
335575,-217.83,118.29,-0.24
335678,-122.92,84.72,-44.13
335781,98.51,48.65,-96.92
335883,63.60,-86.06,3.60
335986,234.74,-164.37,-28.87
336089,187.87,-69.27,16.78
336192,148.38,-16.85,39.67
336295,110.84,-1.28,-41.50
336398,-149.17,41.81,-8.30
336502,-151.49,88.13,-16.42
336605,-119.51,149.96,-79.53
336708,-86.73,84.17,-161.32
336812,-57.25,-126.40,-174.38
336915,58.65,-25.63,49.87
337017,282.47,-2.38,78.61
337120,213.99,106.57,112.06
337223,244.57,237.73,17.40
337325,-216.67,-25.15,10.31
337429,-120.79,-13.79,-3.78
337532,-124.02,35.40,-36.19
337635,-296.63,-0.18,-155.58
337738,-185.00,-16.78,-91.67
337841,-195.01,-61.58,53.89
337944,159.91,-72.02,-28.50
338046,268.31,-76.05,-110.35
338149,234.62,51.21,-17.58
338252,89.17,33.75,69.27
338355,-101.32,23.07,42.05
338458,-168.88,122.44,50.96
338561,-198.85,119.75,5.31
338663,-175.42,58.59,10.80
338766,213.07,-84.11,-112.98
338869,363.71,-102.05,-67.69
338971,165.04,-30.46,-9.52
339074,168.15,-71.72,-72.33
339177,-195.98,65.73,79.16
339279,-252.69,137.27,67.20
339382,-271.36,126.40,72.39
339485,-108.34,91.43,25.88
339588,162.60,-120.12,-100.83
339691,322.33,-118.04,-94.12
339794,193.97,-6.65,-23.19
339897,297.30,-142.15,-81.60
340000,-96.50,63.78,63.23
340102,-335.45,126.53,79.96
340205,-329.41,112.12,72.57
340307,-223.94,64.51,106.45
340409,174.32,33.08,-28.20
340512,355.53,-155.88,-129.46
340615,268.98,-84.78,-99.85
340718,390.38,-77.82,-246.95
340822,-130.92,24.96,92.10
340924,-380.92,136.54,95.21
341027,-320.07,126.59,110.90
341129,-160.71,89.36,74.16
341232,-39.00,50.23,53.96
341334,277.47,-139.83,-135.25
341438,265.38,-89.17,-120.91
341541,185.49,-9.34,5.00
341644,227.66,-95.64,68.24
341746,-102.42,71.78,42.85
341849,-357.97,128.30,133.91
341952,-286.93,167.11,127.93
342054,-167.11,122.01,52.80
342157,76.60,-27.89,-95.34
342260,343.81,-112.24,-65.86
342363,319.76,-148.07,-78.61
342466,242.80,-125.98,-140.87
342570,-116.76,64.76,142.03
342673,-302.25,168.46,151.79
342776,-340.39,155.76,49.32
342879,-208.92,95.76,58.47
342982,-14.53,32.04,24.96
343085,232.48,-135.80,-174.38
343188,218.20,-110.17,-103.64
343291,323.18,-38.64,-104.98
343395,294.98,-123.96,-97.17
343498,-52.25,-4.27,1.95
343601,-288.09,114.14,188.11
343704,-394.10,90.94,189.39
343808,-182.92,90.39,197.63
343910,-68.48,47.12,112.67
344013,305.11,77.09,-48.46
344115,376.83,-136.41,-191.04
344218,191.35,-121.46,-104.49
344321,357.97,-107.42,-136.29
344424,238.59,-107.30,-66.10
344527,229.31,-9.46,2.26
344631,-169.25,-100.16,14.65
344733,-47.06,-21.12,-12.57
344837,25.33,18.43,20.57
344939,-261.60,126.28,121.58
345042,-443.18,300.84,27.10
345144,-313.90,295.10,100.77
345246,-235.84,93.20,3.30
345349,71.17,-19.96,-101.87
345452,330.20,-170.35,-274.05
345555,167.42,-146.91,-43.95
345658,87.22,-97.53,-81.85
345761,298.40,56.21,-19.65
345864,-156.56,134.89,116.39
345967,-364.75,261.54,30.40
346070,-263.61,79.16,114.32
346173,-123.96,113.10,108.83
346275,9.83,-127.69,-188.11
346378,216.06,-58.90,-366.52
346481,204.22,-40.65,-54.14
346584,97.11,77.09,-201.35
346687,-139.04,-22.40,311.65
346790,-154.91,174.56,172.24
346893,-260.13,145.02,31.92
346996,-200.74,91.98,127.38
347098,78.67,-85.14,-75.56
347201,436.58,-185.18,-239.93
347304,299.32,-141.30,-130.25
347408,168.46,-17.15,-13.61
347511,34.73,-3.36,186.65
347614,-276.86,166.75,131.41
347716,-326.54,215.94,74.83
347819,-283.26,135.38,99.67
347922,-25.70,-9.03,13.73
348025,190.86,-116.64,-133.79
348127,186.46,-173.10,-145.94
348231,140.50,-91.31,-70.37
348334,146.36,65.31,-236.45
348437,-210.45,56.82,174.07
348540,84.17,50.48,-177.67
348643,3.60,-82.89,-8.79
348746,-200.68,18.01,127.50
348849,-68.30,90.76,37.23
348952,112.61,-47.24,-9.77
349056,-125.12,-81.73,211.24
349158,-158.87,97.23,68.54
349261,121.52,-15.26,-205.32
349364,12.82,-94.85,-102.23
349467,-114.07,-5.43,189.09
349570,-51.64,113.89,-66.96
349674,122.38,15.81,14.89
349777,214.17,-26.25,-154.54
349880,-50.23,-78.61,102.72
349983,-162.96,11.84,216.49
350085,-146.85,15.56,-69.34
350188,14.89,-33.94,-149.90
350290,127.62,34.55,-159.18
350393,-73.61,-71.29,90.33
350495,-427.37,-182.01,62.44
350599,-246.34,38.57,14.47
350702,-93.02,124.45,-21.91
350805,-126.28,87.59,37.66
350908,-24.05,-0.73,0.92
351010,-229.49,-205.14,-136.29
351113,-114.50,-70.92,-48.10
351216,129.09,144.17,68.91
351319,310.97,230.71,102.66
351421,3.11,119.08,-39.67
351524,-95.09,-109.31,12.70
351627,-47.42,-157.41,-73.85
351731,68.73,107.91,13.85
351834,141.30,286.44,25.70
351936,49.56,12.02,26.06
352038,-90.64,-96.50,-60.91
352141,22.46,-192.26,8.85
352244,39.49,78.43,-35.10
352346,73.67,133.54,-37.96
352449,36.32,131.16,31.13
352552,-24.11,-35.28,-2.87
352654,-96.37,-110.84,-30.58
352758,-56.70,-160.95,-3.36
352861,25.94,56.64,-19.90
352964,42.85,190.43,-25.63
353066,-4.15,30.33,-16.85
353168,-20.87,-100.46,-12.33
353272,15.63,-57.19,1.77
353375,12.57,52.43,11.23
353477,36.68,106.02,32.10
353581,-18.37,26.25,-11.96
353683,-52.67,-87.28,-21.30
353786,-32.71,-231.38,-20.51
353889,28.81,42.66,33.33
353992,14.59,218.57,21.61
354095,-19.23,10.86,4.64
354197,-55.91,-148.74,-19.17
354300,9.64,-99.24,-9.77
354403,11.29,39.73,17.94
354505,47.49,87.52,29.91
354609,57.74,84.35,33.14
354712,45.78,55.11,14.83
354814,-10.19,-58.17,-48.95
354917,-87.10,-217.83,-23.80
355020,19.78,-148.93,-46.02
355123,-22.83,86.49,11.47
355227,38.94,115.66,32.47
355329,51.57,125.12,65.73
355432,10.07,27.10,8.79
355535,-65.61,-103.70,-15.44
355638,-44.07,-192.38,-86.67
355742,11.11,-42.54,-27.83
355844,3.78,90.82,7.39
355948,27.28,136.78,50.11
356050,6.71,55.79,6.35
356152,0.37,-34.48,-6.90
356256,-27.22,-10.31,-4.82
356359,-4.09,-147.71,-26.98
356462,11.41,-45.29,-15.44
356565,29.42,127.01,38.33
356668,31.43,121.58,40.22
356770,23.80,32.96,15.56
356873,-27.77,-80.99,-12.88
356975,-41.20,-77.64,-42.24
357078,23.50,51.94,19.29
357180,63.54,116.70,41.56
357283,25.94,53.41,22.71
357385,-50.96,-83.68,-5.74
357488,-74.83,-147.34,-53.28
357590,-59.20,-17.46,-59.69
357693,46.08,98.21,49.56
357796,94.73,169.98,65.61
357899,32.10,130.25,17.94
358001,-146.91,29.24,-78.19
358104,-40.77,22.09,27.04
358207,-28.99,-114.38,-23.99
358309,-198.30,-309.39,-281.31
358412,-102.29,-188.48,-174.68
358515,16.05,-95.15,-194.46
358618,23.99,-30.46,-94.85
358722,-33.39,41.93,67.63
358824,-19.23,139.71,270.63
358928,141.54,222.47,374.02
359030,141.78,228.82,231.93
359132,0.43,32.41,-71.66
359235,-38.94,-302.55,-165.77
359337,-94.85,-293.88,-172.06
359440,-33.20,-240.97,-180.11
359544,-94.97,-123.29,-43.95
359646,-6.90,157.59,262.02
359749,117.55,180.42,348.33
359852,211.49,150.27,203.12
359955,289.92,89.66,135.93
360057,-64.03,-263.43,-213.56
360159,-130.00,-261.17,-150.88
360262,-180.91,-206.18,-159.36
360365,-189.15,-124.82,-23.44
360468,151.06,63.84,13.92
360571,18.68,215.58,202.58
360674,191.53,239.26,222.29
360777,243.71,93.20,59.20
360880,26.18,48.46,-37.78
360983,-14.89,-187.56,-87.22
361086,-136.41,-327.33,-146.24
361190,-100.77,-234.99,-112.30
361293,-27.40,-58.90,-54.32
361395,34.85,274.17,164.98
361498,66.59,243.35,219.54
361601,149.48,198.24,135.38
361704,17.33,-66.89,-102.54
361807,-47.73,-263.18,-132.26
361910,-109.25,-242.25,-143.55
362013,-79.28,-193.05,-28.99
362116,0.98,-36.80,-22.58
362218,32.78,191.83,93.32
362321,111.15,243.65,175.90
362423,174.07,262.88,154.05
362526,-61.58,-106.38,-83.07
362629,-132.69,-235.72,-100.95
362732,-113.89,-196.41,-110.17
362836,-217.83,-105.47,-46.26
362939,-35.22,-51.88,-62.38
363042,78.55,153.26,205.51
363145,265.26,192.75,225.22
363249,240.72,171.69,95.40
363351,-23.86,12.39,-24.35
363454,-58.11,-147.40,-76.78
363557,-110.41,-173.65,-125.43
363660,-85.33,-99.85,-103.52
363763,-6.10,-57.80,-90.21
363866,79.53,303.22,233.83
363969,160.46,229.68,254.52
364072,149.78,52.92,75.38
364175,-57.62,-93.02,-112.92
364278,-81.12,-221.01,-119.75
364381,-110.23,-259.95,-156.01
364484,-83.50,-105.53,-49.26
364587,-56.27,-74.89,-85.69
364690,43.27,51.27,43.95
364793,90.21,174.68,110.90
364896,83.62,185.36,101.81
364999,26.49,260.01,131.96
365102,-73.36,-8.85,-8.36
365204,-67.87,-309.88,-152.53
365308,-39.18,-295.47,-163.09
365410,-58.90,-331.24,-198.18
365513,-12.70,-13.06,7.20
365616,39.61,266.91,160.03
365719,137.27,351.56,224.30
365822,237.55,224.49,96.98
365925,25.94,-9.58,-109.92
366029,-88.99,-288.88,-103.09
366132,-133.85,-370.67,-160.22
366234,-162.05,-281.13,-19.23
366337,-1.34,-117.00,-75.62
366440,59.02,202.51,84.90
366542,109.01,305.73,181.27
366645,182.07,219.24,104.49
366749,138.24,135.50,81.91
366852,-133.00,-245.85,-89.54
366955,-173.28,-315.49,-235.60
367059,-46.88,-237.55,-124.69
367162,-49.07,-57.50,-46.14
367266,41.56,174.74,117.13
367369,121.95,279.60,255.19
367472,179.02,247.01,148.07
367574,-26.73,-198.49,-141.72
367677,-226.50,-389.95,-218.44
367781,-49.56,-244.20,-26.37
367884,-30.76,-113.04,-104.31
367987,79.04,334.72,331.54
368090,242.74,287.48,256.71
368192,331.54,129.09,97.84
368295,-78.98,-175.54,-178.04
368398,41.32,-321.04,-82.52
368501,-293.21,-357.79,-40.89
368604,-252.08,-217.65,-36.44
368707,341.80,155.82,114.14
368810,252.87,321.04,-196.72
368913,70.43,238.59,-123.72
369016,16.11,61.28,-36.44
369119,53.22,-76.05,29.30
369221,-100.83,-345.40,168.33
369323,-47.97,-268.92,98.94
369427,-116.52,-159.42,167.30
369530,-62.68,122.07,32.29
369633,198.97,325.62,-34.06
369736,182.25,134.64,-5.07
369838,-13.43,61.95,-22.22
369941,-130.55,-168.95,-47.24
370044,-358.09,-339.72,-107.73
370147,-438.54,-260.93,42.54
370250,83.01,63.29,48.71
370353,175.42,190.19,143.68
370456,334.17,286.07,138.61
370558,290.28,144.53,69.95
370661,-86.06,-45.84,-66.22
370764,-293.70,-442.75,-45.29
370867,-229.00,-284.48,-5.31
370970,-180.48,8.06,103.76
371072,147.40,205.99,114.99
371175,300.11,257.08,188.60
371277,224.24,141.85,25.02
371380,-104.68,-80.93,-116.15
371483,-307.62,-345.95,-100.16
371586,-248.78,-175.72,-25.15
371689,-184.51,-79.10,-136.84
371792,162.17,169.25,190.06
371894,256.29,217.29,293.76
371997,395.94,236.27,35.95
372099,145.57,117.92,-25.39
372202,-127.75,-176.09,-87.28
372305,-220.28,-340.58,3.36
372407,-400.88,-298.89,-182.56
372510,172.18,-14.16,-177.86
372612,164.73,218.14,172.61
372715,270.26,325.01,232.06
372818,249.39,227.29,65.00
372920,-66.71,-45.59,-80.32
373023,-218.08,-413.57,-185.55
373126,-264.47,-300.66,-65.06
373229,-191.10,-34.42,24.29
373331,75.74,76.05,138.24
373434,184.69,276.67,317.63
373536,312.01,203.19,111.27
373639,6.84,-73.91,21.00
373741,-34.97,-167.79,-78.00
373844,-207.40,-349.00,-48.03
373947,-68.91,-125.85,-25.21
374049,-12.88,-93.32,-170.17
374153,-12.02,288.51,160.83
374255,153.14,283.69,352.11
374358,339.48,153.26,96.80
374460,-46.14,62.38,-69.64
374563,33.75,-48.71,14.89
374666,-106.26,-272.09,-22.89
374769,-285.10,-262.27,-37.90
374872,-266.17,-154.36,-39.55
374975,38.15,157.65,24.60
375077,170.23,191.89,326.05
375180,351.32,157.23,102.23
375282,56.52,67.81,21.42
375385,11.90,26.86,2.20
375487,-115.23,-79.47,-42.54
375590,-190.80,-272.77,-91.74
375693,-265.44,-271.79,-121.22
375796,-165.16,66.10,2.01
375898,214.97,227.84,224.49
376001,318.24,202.39,225.10
376103,74.89,-61.34,28.56
376206,-32.17,26.25,-26.86
376309,-80.57,-148.74,-45.59
376412,-135.44,-188.48,-67.38
376516,-167.18,-227.66,-122.50
376619,-81.91,180.05,155.76
376721,133.97,63.78,136.29
376824,180.48,73.43,88.13
376927,35.89,-9.77,-9.40
377029,-136.54,-115.05,-66.96
377132,-305.91,-115.78,-119.26
377234,-64.27,-0.67,3.91
377337,237.37,43.27,135.68
377439,695.86,132.63,112.73
377542,148.99,-140.01,-24.48
377644,87.04,-8.67,-11.05
377747,98.82,-5.00,25.63
377850,189.33,37.96,-2.87
377953,129.27,56.76,-25.33
378055,148.01,67.38,-11.35
378158,-1.83,-0.12,9.64
378261,-336.85,-75.87,-2.69
378363,-250.61,-29.91,-85.27
378467,-715.39,-137.76,-75.68
378570,-149.84,-56.76,-42.36
378673,212.16,-7.75,3.66
378776,865.66,116.21,56.34
378879,402.95,39.12,18.01
378981,200.26,44.92,6.59
379085,107.24,32.90,12.57
379188,61.65,19.47,4.58
379290,-30.46,-5.80,-2.44
379394,-76.05,-19.04,1.77
379497,-60.73,-15.26,-11.35
379600,10.62,3.91,-1.77
379703,19.29,4.15,9.22
379806,-5.92,-2.69,1.95
379909,-2.69,-1.04,-0.37
380013,8.06,-0.79,-1.46
380115,2.99,-0.24,0.18
380218,-6.10,-2.56,1.22
380321,-11.54,-5.00,5.80
380424,-10.07,-2.50,-2.99
380526,-143.68,-28.20,15.26
380629,-360.72,-116.82,-39.49
380731,-258.06,-21.36,-62.50
380834,-201.17,50.17,47.30
380938,-206.91,-15.14,-7.69
381041,-87.04,-8.73,-14.83
381144,77.51,-7.57,-14.22
381247,66.35,3.17,2.32
381349,123.60,18.74,18.01
381451,79.22,1.46,-1.53
381555,25.33,12.08,2.81
381657,22.16,1.22,-0.61
381760,31.74,-1.46,0.00
381863,15.87,1.65,0.24
381966,19.59,2.08,1.40
382068,14.59,-0.24,-1.77
382171,7.14,3.54,0.12
382274,10.38,0.79,-1.83
382377,8.73,0.92,0.18
382480,6.35,0.85,-1.34
382583,5.49,1.34,-0.31
382685,3.11,-0.92,-0.31
382789,-3.66,0.61,1.65
382891,-84.11,-11.05,-11.60
382995,-196.66,-28.44,-18.01
383098,-214.23,-15.93,-11.41
383201,-11.54,-1.53,21.97
383304,47.91,-51.45,-50.48
383407,160.71,11.66,6.53
383509,150.27,24.72,6.41
383612,158.08,42.18,-4.94
383715,122.62,-10.19,-0.55
383818,43.03,5.43,6.71
383920,64.39,-0.18,9.58
384023,89.60,6.35,32.17
384126,168.09,16.66,21.79
384229,158.26,46.51,19.78
384331,68.73,47.85,12.33
384434,203.37,52.86,-27.28
384537,54.57,26.18,-45.04
384640,-6.65,30.27,44.37
384743,-37.66,23.56,39.92
384846,132.26,-72.81,-115.91
384949,57.98,-20.02,-38.02
385052,-48.03,-24.41,32.59
385155,-2.50,21.97,-19.53
385258,77.27,-108.95,-65.37
385361,-97.35,269.41,311.58
385463,73.36,67.87,-154.97
385566,5.98,-35.28,107.48
385669,-116.82,177.37,194.34
385771,146.00,79.59,-132.45
385874,-4.03,-49.80,86.12
385977,1.40,56.21,0.92
386080,143.19,43.15,-92.59
386183,32.17,-14.95,12.02
